sunset	evening	5.98
captain	sailor	5
man	child	4.13
bed	blanket	3.02
belief	opinion	7.7
bell	door	2.2
bean	coffee	5.15
king	princess	3.27
air	helium	3.63
body	nerve	3.13
elegance	style	5.72
cattle	beef	7.03
man	husband	5.32
arm	body	4.05
limb	leg	6.9
boat	deck	4.28
mink	fur	6.83
school	law	1.13
man	sentry	3.25
man	uncle	3.92
teacher	rabbi	4.37
bone	neck	2.53
clothes	coat	5.35
cliff	tail	0.3
lake	swamp	4.92
boy	soldier	2.15
rod	curtain	3.03
door	doorway	5.4
pollution	president	0.68
hole	wife	0.68
car	highway	3.4
word	clue	2.53
hen	turkey	6.13
bread	flour	3.33
boy	partner	1.9
business	company	9.02
boat	anchor	2.25
idea	image	3.55
danger	threat	8.78
motor	boat	2.57
alcohol	brandy	6.98
happiness	luck	2.38
blood	flesh	4.28
world	globe	6.67
machine	engine	5.58
wall	decoration	2.62
bed	chair	3.5
shoulder	head	3.42
stomach	waist	5.9
army	legion	5.95
worker	employer	5.37
dinner	soup	3.72
tin	metal	5.63
bowl	tail	0.48
friend	mother	2.53
sky	universe	4.68
car	horn	2.57
book	essay	4.72
proof	fact	7.3
whiskey	gin	6.28
teacher	helper	4.28
population	people	7.68
crime	violation	7.12
shelter	hut	6.47
endurance	band	0.4
house	carpet	1.38
house	key	1.9
log	timber	8.05
charcoal	coal	7.63
polyester	cotton	5.63
wife	straw	0.4
baby	daughter	5
insect	bee	6.07
princess	island	0.3
weekend	week	4
anatomy	biology	5.33
clothes	button	2.3
bone	jaw	4.17
nose	mouth	3.73
worker	mechanic	4.92
crime	fraud	5.65
story	topic	5
apartment	hotel	3.33
hand	thumb	3.88
tin	aluminum	6.42
oak	maple	6.03
august	month	5.53
bible	hymn	5.15
box	booth	3.8
friend	guest	4.25
tree	maple	5.53
milk	juice	4.05
worker	camera	0.68
camera	president	0.48
fee	payment	7.15
classroom	hallway	2
street	car	2.38
bone	teeth	4.17
alcohol	cocktail	6.73
tower	bell	1.9
bar	jail	1.9
lover	companion	5.97
bar	cage	2.8
father	brother	4.2
guy	girl	3.33
lawyer	banker	1.88
bride	princess	2.8
logic	arithmetic	3.97
whiskey	champagne	5.33
hat	coat	2.67
box	elevator	1.32
area	region	9.47
fun	football	1.97
money	capital	6.67
bicycle	bedroom	0.4
cat	rabbit	2.37
father	god	3.57
couch	baseball	0.88
house	barn	4.33
newspaper	information	5.65
sheep	cattle	4.77
rice	bean	2.72
bath	wife	0.48
vitamin	iron	5.55
street	alley	5.48
lady	gentleman	3.42
science	psychology	4.92
pot	appliance	2.53
box	hat	1.3
word	literature	4.77
car	factory	2.75
diet	salad	2.98
trial	verdict	3.33
pact	agreement	9.02
uncle	aunt	5.5
parent	adult	5.37
bath	trick	0.58
paper	cardboard	5.38
god	prey	1.23
disc	computer	3.2
molecule	atom	6.45
rhythm	melody	6.12
flower	bush	4.25
club	society	5.23
nail	hand	3.42
lemon	tea	1.6
foot	head	2.3
woman	secretary	1.98
muscle	bone	3.65
communication	language	7.47
body	shoulder	2.88
vessel	vein	5.15
danger	disease	3
lens	camera	4.28
root	grass	3.55
presence	door	0.48
actor	singer	4.52
home	state	2.58
car	elevator	1.03
hole	agreement	0.3
flower	bulb	4.48
confidence	self	3.12
alley	bowl	1.53
arm	neck	1.58
breakfast	supper	4.4
head	nail	2.47
anger	mood	4.1
evening	dusk	7.78
door	cellar	1.97
church	choir	2.95
hand	foot	4.17
arm	knee	2.75
belief	impression	5.95
father	daughter	2.62
pollution	atmosphere	4.25
friend	teacher	2.62
boat	car	2.37
car	gauge	1.13
ignorance	intelligence	1.5
code	symbol	6.03
spoon	cup	2.02
bed	hospital	0.92
car	carriage	5.13
dog	horse	2.38
guitar	drum	3.78
container	mouse	0.3
card	bridge	1.97
molecule	air	3.05
stomach	vein	2.35
dentist	colonel	0.4
apartment	furniture	1.28
elbow	ankle	3.13
beer	champagne	4.45
car	hose	0.87
night	dawn	2.95
hound	fox	2.38
student	professor	1.95
book	bible	5
employer	employee	3.65
rice	boy	0.4
dog	cat	1.75
woman	man	3.33
game	fun	3.42
girl	child	5.38
dad	mother	3.55
yard	inch	3.78
car	bicycle	3.47
salad	vinegar	1.13
gun	trick	0.48
log	bath	0.4
meat	bread	1.67
ball	basket	1.67
communication	television	5.6
basketball	baseball	4.92
mouse	cat	1.12
apple	lemon	4.05
mother	wife	3.02
effort	difficulty	4.45
groom	bride	3.17
pipe	cigar	6.03
wine	brandy	5.15
bacon	bean	1.22
game	trick	2.32
liver	lung	2.7
aunt	nephew	3.1
atom	carbon	3.1
winter	summer	2.38
deck	mouse	0.48
door	floor	1.67
room	cell	4.58
horn	drum	2.68
bee	queen	3.27
roof	floor	2.62
chocolate	pie	2.27
top	side	1.9
birthday	year	1.67
woman	fur	0.58
north	west	3.63
wood	paper	2.88
car	bridge	0.95
night	chapter	0.48
finger	palm	3.33
cup	cone	3.17
cow	goat	2.93
man	victor	1.9
reality	illusion	1.42
room	bath	3.33
dictionary	definition	6.25
bee	ant	2.78
floor	ceiling	1.73
ball	glove	1.75
bed	couch	3.42
throat	nose	2.8
area	corner	2.07
decade	century	3.48
book	theme	2.58
cereal	wheat	3.75
horse	ox	3.02
oil	mink	1.23
wagon	container	2.65
second	minute	4.62
money	salary	7.88
denial	confession	1.03
chapter	choice	0.48
bread	cheese	1.95
night	day	1.88
brother	soul	0.97
reality	fantasy	1.03
bath	balloon	0.4
child	adult	2.98
daughter	kid	4.17
pupil	president	0.78
destruction	construction	0.98
leg	arm	2.88
communication	conversation	8.02
argument	agreement	1.45
bathroom	bedroom	3.4
dinner	breakfast	3.33
god	devil	1.8
sinner	saint	1.6
gun	fur	0.3
butter	potato	1.22
winner	candidate	2.78
water	salt	1.3
door	kitchen	1.67
hip	lip	1.43
nurse	scientist	2.08
chicken	rice	1.43
adult	baby	2.22
author	reader	1.6
loop	belt	3.1
sunset	sunrise	2.47
girl	maid	2.93
bathroom	kitchen	3.1
wealth	poverty	1.27
bottom	side	2.63
wife	husband	2.3
bottom	top	0.7
south	north	2.2
absence	presence	0.4
