yearn     hike         0.66
agree     overflow     0.66
look      assault      0.66
mix       learn        0.66
possess   decorate     0.66
apply     exploit      0.66
respond   ignore       0.83
forget    decay        0.83
regret    forget       0.83
whisper   yell         0.83
sew       rip          0.83
reject    accept       0.83
hear      tell         0.83
destroy   repair       0.83
yearn     learn        0.83
retreat   attack       0.83
die       kill         0.83
wiggle    giggle       0.83
push      pull         0.83
punch     drink        0.83
fall      stand        0.83
destroy   restore      0.83
jump      run          0.83
disappear appear       0.83
mix       drink        0.83
release   press        0.83
give      keep         0.83
bother    ignore       0.83
ache      soothe       0.83
leave     help         0.83
swim      flutter      0.83
leave     meet         0.83
subtract  multiply     0.83
gather    leave        0.83
swing     fall         0.83
exist     perish       0.83
disperse  collect      0.83
fly       drive        0.83
be        do           0.83
fail      triumph      0.83
rip       fold         0.83
worry     waste        0.83
break     build        0.83
presume   strain       0.83
graduate  relax        0.83
scold     kneel        0.83
sow       find         0.83
fade      rescue       0.83
hop       gamble       0.83
stumble   freeze       0.83
gamble    hug          0.83
tie       scratch      0.83
hope      design       0.83
amaze     separate     0.83
fling     diminish     0.83
shut      find         0.83
admire    hop          0.83
mix       buy          0.83
aid       announce     0.83
skip      dislike      0.83
deterioratwipe         0.83
haunt     define       0.83
avoid     spray        0.83
integrate erode        0.83
swallow   rip          0.83
guess     jump         0.83
tie       become       0.83
erode     doubt        0.83
lower     walk         0.83
walk      refuse       0.83
drown     survive      0.83
damn      imitate      0.83
break     reply        0.83
disallow  bend         0.83
lounge    reprimand    0.83
examine   reject       0.83
live      lend         0.83
snuggle   knock        0.83
separate  teach        0.83
repress   search       0.83
purchase  wait         0.83
hesitate  rebel        0.83
catch     frustrate    0.83
deposit   prosecute    0.83
evacuate  determine    0.83
capture   imitate      0.83
bet       hug          0.83
intend    remind       0.83
flee      fight        0.91
weave     drive        0.91
wreck     drive        0.91
practice  dance        0.91
earn      pay          0.91
earn      yearn        0.91
read      exchange     0.91
leap      struggle     0.91
reap      recycle      0.91
prefer    hate          1
arrive    depart        1
run       hide          1
accept    deny          1
stay      come          1
mend      break         1
spend     save          1
shrink    grow          1
come      leave         1
reappear  fix           1
wipe      spill         1
smell     touch         1
swap      fly           1
catch     lose          1
shuffle   ride          1
walk      ride          1
offend    defend        1
forgive   forget        1
ignore    acknowledg    1
drink     blend         1
sink      swim          1
create    destroy       1
hate      regret        1
exhale    inhale        1
fall      catch         1
believe   doubt         1
defend    attack        1
spring    fall          1
deny      regret        1
conquer   divide        1
hear      speak         1
waste     save          1
live      perish        1
deliver   save          1
blame     forgive       1
accept    recommend     1
blame     push          1
help      ask           1
blame     admit         1
receive   achieve       1
flutter   kick          1
separate  attach        1
squeal    lie           1
punch     calculate     1
play      set           1
doubt     know          1
lick      dip           1
cheat     win           1
boom      hum           1
produce   stamp         1
inhale    glide         1
confess   aggravate     1
inquire   pull          1
stink     define        1
hang      complain      1
evaluate  sway          1
drench    reduce        1
flush     suppose       1
fold      inform        1
fail      rely          1
smell     remove        1
erupt     write         1
despise   prove         1
notify    pluck         1
reserve   reel          1
gain      croak         1
bound     pick          1
mean      join          1
grasp     spray         1
invite    travel        1
care      remain        1
restrict  dance         1
approve   change        1
ascend    descend      1.06
disintegraintegrate    1.06
shove     leap         1.06
comprehendtestify      1.06
agree     differ       1.16
rescue    survive      1.16
veer      look         1.16
take      replace      1.16
forgive   regret       1.16
sweat     shiver       1.16
exist     die          1.16
win       play         1.16
please    beg          1.16
stop      go           1.16
realize   set          1.16
leave     take         1.16
talk      listen       1.16
spank     cry          1.16
enter     leave        1.16
drive     permit       1.16
listen    watch        1.16
help      scream       1.16
convince  agree        1.16
attend    leave        1.16
confuse   explain      1.16
sip       stir         1.16
hate      like         1.16
hold      release      1.16
destroy   condemn      1.16
steal     buy          1.16
earn      spend        1.16
scare     shake        1.16
cheat     lose         1.16
break     fix          1.16
cry       disappoint   1.16
acquire   ask          1.16
forget    know         1.16
look      listen       1.16
add       subtract     1.16
stamp     collect      1.16
compose   decompose    1.16
help      use          1.16
strip     drag         1.16
tan       blush        1.16
walk      wiggle       1.16
cry       punish       1.16
lead      ask          1.16
control   barter       1.16
enter     escape       1.16
join      adjourn      1.16
perish    prosper      1.16
allow     refuse       1.16
feel      taste        1.16
dare      accept       1.16
mend      bend         1.16
borrow    keep         1.16
give      retain       1.16
request   reply        1.16
search    lose         1.16
drip      urge         1.16
kill      foil         1.16
gain      operate      1.16
suspect   turn         1.16
swoon     reply        1.16
attend    argue        1.16
mow       dare         1.16
wander    change       1.16
squeeze   dash         1.16
calculate sneak        1.16
flip      scribble     1.16
cook      lose         1.16
appear    evacuate     1.16
hope      drive        1.16
worry     integrate    1.16
stay      flee         1.16
inquire   renounce     1.16
mistreat  hold         1.16
happen    hide         1.16
discover  count        1.16
misspend  pass         1.16
bow       erupt        1.16
approach  promise      1.16
impose    cheat        1.16
protest   release      1.16
stop      help         1.21
release   squeeze      1.21
get       put          1.33
walk      talk         1.33
listen    learn        1.33
drink     lounge       1.33
save      drown        1.33
become    arrive       1.33
perish    leave        1.33
increase  reduce       1.33
annoy     mimic        1.33
crawl     run          1.33
cast      break        1.33
die       condemn      1.33
read      spell        1.33
ask       try          1.33
hate      kill         1.33
despise   like         1.33
fail      cheat        1.33
lose      disown       1.33
drink     stir         1.33
stand     sit          1.33
decline   advance      1.33
say       do           1.33
give      deny         1.33
sit       jump         1.33
freeze    burn         1.33
spare     strike       1.33
swear     lie          1.33
toil      tear         1.33
claim     lie          1.33
ignore    ask          1.33
like      imitate      1.33
seem      believe      1.33
breathe   choke        1.33
punish    renounce     1.33
destroy   invent       1.33
show      look         1.33
dismay    surprise     1.33
hike      hitch        1.33
disperse  gather       1.33
diminish  increase     1.33
do        command      1.33
remember  gain         1.33
carry     guess        1.33
drift     slurp        1.33
convince  slither      1.33
obey      permit       1.33
educate   barter       1.33
wait      decay        1.33
recruit   stretch      1.33
hop       knit         1.33
save      imitate      1.33
slip      kiss         1.33
push      adjourn      1.33
develop   sue          1.33
operate   entertain    1.33
assault   enrage       1.33
decide    remove       1.33
pass      misspend     1.33
serve     sing         1.33
count     drive        1.33
control   run          1.36
blame     excuse       1.36
feed      starve       1.49
replace   move         1.49
connect   separate     1.49
drive     walk         1.49
put       take         1.49
rub       hold         1.49
go        send         1.49
convince  lie          1.49
reappear  vanish       1.49
climb     fall         1.49
unload    carry        1.49
smell     perspire     1.49
tear      wear         1.49
fail      try          1.49
return    take         1.49
receive   deliver      1.49
hate      ignore       1.49
lie       assume       1.49
lie       disbelieve   1.49
usurp     use          1.49
rip       mend         1.49
swim      drown        1.49
get       give         1.49
win       defeat       1.49
allow     ban          1.49
have      give         1.49
blur      see          1.49
lower     lift         1.49
announce  renounce     1.49
snore     annoy        1.49
fail      succeed      1.49
give      take         1.49
spill     drink        1.49
lose      compete      1.49
fall      jump         1.49
release   take         1.49
spoil     toil         1.49
surprise  guess        1.49
follow    leave        1.49
retain    forget       1.49
choke     tie          1.49
protect   kill         1.49
bend      shake        1.49
squeal    jerk         1.49
wear      remove       1.49
rob       destroy      1.49
adjourn   start        1.49
hurt      pluck        1.49
embarrass flutter      1.49
restore   receive      1.49
lose      get          1.49
glide     please       1.49
accumulatetoss         1.49
marry     adjourn      1.49
prick     splash       1.49
rebel     seek         1.49
throw     adjourn      1.49
excel     loosen       1.49
allow     blend        1.49
cruise    overflow     1.49
promise   choose       1.49
practice  debate       1.49
overcome  keep         1.49
return    apply        1.49
incline   dispose      1.49
retire    fail         1.49
cry       tease        1.51
dislike   intoxicate   1.51
believe   pretend      1.66
attack    sneak        1.66
charge    cover        1.66
kick      punch        1.66
persuade  discourage   1.66
leap      fall         1.66
hide      find         1.66
permit    disallow     1.66
plead     please       1.66
ask       please       1.66
set       swing        1.66
glide     hang         1.66
sow       sew          1.66
defend    stand        1.66
shuffle   travel       1.66
fall      bounce       1.66
affect    respond      1.66
win       lose         1.66
explain   understand   1.66
wander    worry        1.66
do        dare         1.66
throw     kick         1.66
argue     agree        1.66
deny      accuse       1.66
defrost   cook         1.66
pay       raise        1.66
tell      renounce     1.66
take      refuse       1.66
disown    forget       1.66
struggle  hurt         1.66
move      tend         1.66
pinch     dash         1.66
cough     yawn         1.66
accept    deliver      1.66
teach     punish       1.66
drip      fall         1.66
foil      cover        1.66
pop       stretch      1.66
frame     freeze       1.66
visit     haunt        1.66
finish    perish       1.66
forgive   plead        1.66
throw     use          1.66
spin      dance        1.66
reap      jump         1.66
release   obtain       1.66
hear      whisper      1.66
enrage    engage       1.66
search    strip        1.66
deterioratfall         1.66
write     talk         1.66
think     talk         1.66
weave     guess        1.66
speak     deny         1.66
inhale    feed         1.66
depend    forbid       1.66
solve     lend         1.66
interrupt push         1.66
laugh     try          1.66
angle     toss         1.66
salute    perform      1.66
separate  snatch       1.66
review    agree        1.66
drink     realize      1.66
criticize slice        1.66
manage    slide        1.66
call      collect      1.81
read      write        1.81
rebel     yell         1.81
scramble  change       1.81
treat     pounce       1.81
pray      kneel        1.83
confess   lie          1.83
stab      shoot        1.83
come      bring        1.83
keep      snatch       1.83
accept    refuse       1.83
meet      swap         1.83
appear    vanish       1.83
change    spare        1.83
disprove  prove        1.83
please    request      1.83
strain    lift         1.83
have      want         1.83
come      go           1.83
yell      criticize    1.83
send      get          1.83
guess     know         1.83
lose      gamble       1.83
begin     finish       1.83
try       convince     1.83
replace   give         1.83
pay       receive      1.83
stir      fry          1.83
leave     walk         1.83
happen    appear       1.83
strike    miss         1.83
ridicule  bother       1.83
become    seem         1.83
drive     desire       1.83
go        sneak        1.83
shoot     yell         1.83
stay      please       1.83
soak      stain        1.83
launch    set          1.83
taste     touch        1.83
look      yield        1.83
swim      run          1.83
make      allow        1.83
know      suggest      1.83
attempt   go           1.83
wander    lose         1.83
take      vacate       1.83
wash      fade         1.83
lie       justify      1.83
recommend guess        1.83
guess     prepare      1.83
release   diminish     1.83
understandburst        1.83
finish    bless        1.83
please    know         1.83
update    pick         1.83
forbid    pull         1.83
nullify   avoid        1.83
avoid     demolish     1.83
adopt     wash         1.83
insure    ensure       1.83
discharge roam         1.83
conspire  protest      1.83
put       hang         1.96
laugh     sing         1.99
yell      accuse       1.99
know      inform       1.99
live      let          1.99
jump      climb        1.99
drip      sink         1.99
see       hear         1.99
defrost   freeze       1.99
flip      flap         1.99
determine guess        1.99
leave     visit        1.99
dip       chew         1.99
send      return       1.99
grant     assume       1.99
lift      push         1.99
tire      tread        1.99
lick      bite         1.99
sing      dance        1.99
cough     swallow      1.99
overpower struggle     1.99
need      want         1.99
catch     throw        1.99
dismiss   push         1.99
hope      need         1.99
die       slay         1.99
justify   judge        1.99
adjourn   judge        1.99
suggest   inquire      1.99
sprinkle  dash         1.99
boil      bake         1.99
mimic     talk         1.99
pray      communicat   1.99
acknowledgnotify       1.99
bite      scratch      1.99
start     run          1.99
bring     send         1.99
amuse     amaze        1.99
mimic     look         1.99
burn      crash        1.99
scream    kick         1.99
deliver   get          1.99
call      listen       1.99
hear      talk         1.99
borrow    dig          1.99
pull      shove        1.99
mean      ascend       1.99
prohibit  hide         1.99
dare      acknowledg   1.99
realize   inquire      1.99
release   triumph      1.99
stare     bother       1.99
mistreat  scramble     1.99
replace   fix          2.11
bring     take         2.11
sell      purchase     2.16
flap      fold         2.16
lean      fall         2.16
want      get          2.16
spell     speak        2.16
burst     laugh        2.16
obey      command      2.16
squeak    crack        2.16
tell      lie          2.16
hide      scare        2.16
shine     rise         2.16
slip      cover        2.16
show      hide         2.16
cry       humiliate    2.16
divide    subtract     2.16
succeed   attempt      2.16
breathe   live         2.16
take      unload       2.16
whip      cook         2.16
excel     drive        2.16
capture   chase        2.16
lift      tow          2.16
repeat    understand   2.16
pinch     tickle       2.16
need      get          2.16
dive      drown        2.16
do        think        2.16
descend   retreat      2.16
smell     feel         2.16
stop      turn         2.16
please    urge         2.16
use       reduce       2.16
forget    overcome     2.16
convince  win          2.16
give      unload       2.16
sue       pay          2.16
find      attract      2.16
replace   add          2.16
clench    aid          2.16
appear    blush        2.16
flow      explain      2.16
supply    hold         2.16
avoid     invalidate   2.16
settle    testify      2.16
destroy   make         2.26
correct   disprove     2.26
sow       plow         2.32
receive   send         2.32
entertain enjoy        2.32
yawn      stretch      2.32
crawl     climb        2.32
guess     try          2.32
lose      defeat       2.32
admit     give         2.32
punish    forbid       2.32
laugh     embarrass    2.32
polish    tarnish      2.32
enjoy     participat   2.32
hurt      fall         2.32
learn     read         2.32
play      lead         2.32
walk      crawl        2.32
hurt      condemn      2.32
give      sell         2.32
acknowledgexist        2.32
lean      lay          2.32
ignore    forget       2.32
rearrange fix          2.32
explain   excuse       2.32
play      show         2.32
refrain   keep         2.32
stop      retain       2.32
drink     pour         2.32
wiggle    tickle       2.32
trail     lead         2.32
stay      attend       2.32
breathe   sneeze       2.32
erode     spoil        2.32
sing      play         2.32
create    become       2.32
send      disperse     2.32
perish    burn         2.32
beg       implode      2.32
hold      pull         2.32
yell      talk         2.32
help      depend       2.32
visit     talk         2.32
croak     cough        2.32
sneak     scare        2.32
sell      disown       2.32
run       strive       2.32
earn      respect      2.32
recall    wake         2.32
compete   triumph      2.32
secure    survive      2.32
lean      trim         2.41
incline   press        2.41
accuse    tell         2.49
die       deteriorat   2.49
get       ask          2.49
win       fight        2.49
glance    stare        2.49
talk      pray         2.49
blow      pop          2.49
deliver   take         2.49
push      shun         2.49
smell     taste        2.49
assume    know         2.49
annoy     confuse      2.49
hurt      cry          2.49
inform    ask          2.49
pounce    hit          2.49
pull      press        2.49
fade      tarnish      2.49
steal     borrow       2.49
return    go           2.49
introduce know         2.49
help      please       2.49
hug       kiss         2.49
follow    search       2.49
scare     scream       2.49
pinch     bite         2.49
laugh     chuck        2.49
sing      scream       2.49
defend    kill         2.49
hate      deceive      2.49
hurt      bump         2.49
squeal    hurt         2.49
spray     shoot        2.49
enter     return       2.49
adjourn   go           2.49
renounce  say          2.49
need      use          2.49
defeat    fail         2.49
write     say          2.49
dismiss   allow        2.49
lie       rationaliz   2.49
grind     chop         2.49
acknowledgperceive     2.49
call      need         2.49
hate      swear        2.49
leave     veer         2.49
perish    sob          2.49
embrace   make         2.49
blur      rush         2.49
launch    deposit      2.49
judge     comprehend   2.49
know      think        2.57
go        strive       2.57
worry     think        2.57
fly       cruise       2.57
blame     hurt         2.57
stain     bleach       2.57
talk      criticize    2.66
smoke     cough        2.66
borrow    beg          2.66
evict     move         2.66
waste     throw        2.66
sprinkle  pour         2.66
gamble    win          2.66
lose      subtract     2.66
die       smother      2.66
ignore    hurt         2.66
descend   leave        2.66
call      bluff        2.66
allow     go           2.66
run       flow         2.66
repair    replace      2.66
dance     tap          2.66
broil     burn         2.66
complain  annoy        2.66
decide    analyze      2.66
steal     lie          2.66
criticize hate         2.66
play      practice     2.66
smother   kiss         2.66
keep      take         2.66
burn      cook         2.66
give      borrow       2.66
strive    survive      2.66
scare     jump         2.66
shove     kick         2.66
stop      shun         2.66
accept    want         2.66
lift      evaluate     2.66
renounce  repress      2.66
need      strive       2.66
reap      make         2.66
recruit   take         2.66
save      earn         2.66
sell      suggest      2.66
deposit   slip         2.66
use       waste        2.66
strain    release      2.66
gather    compose      2.66
pick      analyze      2.66
have      earn         2.66
waste     disintegra   2.66
want      claim        2.66
foil      strain       2.66
upset     deteriorat   2.66
abstain   fade         2.66
overwhelm overcome     2.72
deny      excuse       2.72
go        let          2.82
pull      lift         2.82
know      meet         2.82
demand    need         2.82
die       crash        2.82
learn     teach        2.82
save      restore      2.82
show      dance        2.82
avoid     deny         2.82
taste     acquire      2.82
blow      whistle      2.82
meet      introduce    2.82
demand    reprimand    2.82
retreat   charge       2.82
claim     sue          2.82
kneel     sit          2.82
enjoy     live         2.82
sneeze    sniff        2.82
hurt      squeeze      2.82
roam      follow       2.82
lose      stray        2.82
fail      discourage   2.82
go        run          2.82
wait      stand        2.82
decompose die          2.82
break     escape       2.82
suggest   talk         2.82
acknowledgshow         2.82
descend   come         2.82
beat      pounce       2.82
show      tell         2.82
reappear  repeat       2.82
walk      follow       2.82
explode   erode        2.82
affect    hurt         2.82
discover  analyze      2.82
please    like         2.82
become    appear       2.82
pretend   assume       2.82
ask       respond      2.82
toss      tumble       2.82
know      update       2.82
speak     scream       2.82
tow       take         2.82
forget    deny         2.82
learn     retain       2.82
attract   catch        2.82
aim       look         2.82
hit       throw        2.82
depart    fly          2.82
kill      punish       2.82
keep      hide         2.82
teach     graduate     2.82
listen    seek         2.82
correct   acknowledg   2.82
handle    approach     2.82
bargain   concur       2.82
pounce    bounce       2.99
repeat    do           2.99
soak      bleach       2.99
split     leave        2.99
grill     burn         2.99
punish    deny         2.99
dismiss   go           2.99
sip       gulp         2.99
dance     entertain    2.99
hit       pinch        2.99
talk      console      2.99
hurt      limp         2.99
pinch     punch        2.99
think     hesitate     2.99
hurt      burn         2.99
put       give         2.99
slap      pat          2.99
advance   pay          2.99
think     guess        2.99
chew      swallow      2.99
kill      crush        2.99
know      decide       2.99
rationaliztalk         2.99
walk      run          2.99
lay       sit          2.99
strip     tease        2.99
talk      sing         2.99
use       abuse        2.99
wrap      foil         2.99
broil     boil         2.99
drown     sink         2.99
discouragehate         2.99
lower     kneel        2.99
recycle   use          2.99
choose    want         2.99
ask       recall       2.99
aim       hit          2.99
smell     decompose    2.99
hitch     tie          2.99
save      gain         2.99
pray      pounce       2.99
do        become       2.99
boil      burn         2.99
have      receive      2.99
believe   feel         2.99
fight     toil         2.99
assume    believe      2.99
wait      sit          2.99
leave     detach       2.99
fail      fall         2.99
hate      annihilate   2.99
disprove  hate         2.99
disown    ban          2.99
tow       follow       2.99
yield     aid          2.99
spawn     pup          2.99
spawn     litter       2.99
return    come         3.02
wear      strain       3.02
bend      move         3.02
dislike   ignore       3.15
take      use          3.15
implode   explode      3.15
evict     throw        3.15
crackle   pop          3.15
play      swing        3.15
see       squint       3.15
finish    diminish     3.15
tickle    tease        3.15
spank     scold        3.15
add       multiply     3.15
blow      hit          3.15
blame     hate         3.15
swim      dip          3.15
forget    leave        3.15
regret    dislike      3.15
replace   fill         3.15
ponder    toil         3.15
prepare   fix          3.15
demand    supply       3.15
pour      drip         3.15
cough     sneeze       3.15
run       hustle       3.15
testify   judge        3.15
replace   remove       3.15
understanddevelop      3.15
gamble    waste        3.15
hold      squeeze      3.15
die       disintegra   3.15
sing      rejoice      3.15
decorate  fix          3.15
give      exchange     3.15
walk      stand        3.15
reappear  see          3.15
drain     sink         3.15
keep      stay         3.15
ask       want         3.15
want      beg          3.15
shift     drive        3.15
throw     move         3.15
insult    rip          3.15
weave     move         3.15
disappear shrink       3.15
yell      warn         3.15
sing      whistle      3.15
tend      give         3.15
hamper    hold         3.15
explain   spell        3.15
hug       pat          3.15
reach     hold         3.15
forgive   understand   3.15
criticize remark       3.15
retain    get          3.15
return    arrive       3.15
renounce  insult       3.15
carry     help         3.15
throw     overpower    3.15
believe   agree        3.15
justify   believe      3.15
create    decorate     3.15
mistreat  hit          3.15
determine try          3.15
treat     surprise     3.15
solve     discover     3.15
warn      forbid       3.15
sit       comfort      3.15
ask       attempt      3.15
say       poise        3.15
register  verify       3.15
settle    concur       3.15
swap      give         3.17
touch     pinch        3.17
descend   go           3.32
decline   lower        3.32
sit       lie          3.32
remind    think        3.32
boil      fry          3.32
bend      turn         3.32
wear      erode        3.32
survive   struggle     3.32
renounce  defeat       3.32
choke     cough        3.32
tickle    giggle       3.32
draw      attract      3.32
kill      poach        3.32
give      return       3.32
think     feel         3.32
lie       admit        3.32
criticize offend       3.32
sting     bite         3.32
release   give         3.32
aim       shoot        3.32
urge      want         3.32
demand    ask          3.32
cry       tear         3.32
unite     tie          3.32
run       sweat        3.32
broil     fry          3.32
preview   sneak        3.32
bury      die          3.32
attract   like         3.32
call      reply        3.32
tend      fix          3.32
snatch    catch        3.32
remind    say          3.32
cough     sniff        3.32
direct    help         3.32
remove    loosen       3.32
charge    go           3.32
fall      lay          3.32
leave     skip         3.32
tread     float        3.32
organize  fix          3.32
